ˈwaɪz.li	wisely
ˈmeɪdʒə(r)	major
ˈveəriəs	various
ˈrem.ə.di	remedy
məˈnɪp.jʊ.lə.tɪv	manipulative
əˈlaʊd	aloud
ˈbæt.ər	batter
seɪf	safe
ˈmetl	metal
ˈskeə.krəʊ	scarecrow
ˈtʃær.ɪ.tə.bl̩	charitable
ˈsɪli	silly
ˈnefjuː	nephew
bɔɪl	boil
bəʊld	bold
ˈpæm.pər	pamper
ˈfɪz.i	fizzy
blæk	black
mɪθ	myth
ˈʃʌv.əl	shovel
ˌdep.rɪˈveɪ.ʃən	deprivation
ˈɔː.kɪd	orchid
ˈpɒp.lər	poplar
fɑː(r)	far
ˈreɪn.bəʊ	rainbow
əˈpɒk.ə.lɪps	apocalypse
ˈkɑːntent	content
ˈpəʊ.kər	poker
ˈpɪɡ.i	piggy
ˈpʌf.i	puffy
ˈtæm.pər	tamper
əbˈzɔː.bɪŋ	absorbing
ˈpɑː.keɪ	parquet
ɜːrθ	earth
ˈpɑː.vɚ.t̬i	poverty
ˈraɪ.tʃəs	righteous
æmˈbɪɡ.ju.əs	ambiguous
ˈfez.ənt	pheasant
ˈpɪk.l̩	pickle
ˈkler.ɪ.t̬i	clarity
raɪd	ride
ɡuːs	goose
ˈɪn.fənt	infant
pəˈzeʃn	possession
ɡʌt	gut
əˈnʌðə(r)	another
ˈhɑː.ti	hearty
ˈwɪst.fəl	wistful,wistful
huːf	hoof
ɡraʊl	growl
ˈmɪz.ər.ə.bl̩	miserable
ˈbrekfəst	breakfast
ˈɔːfl	awful
ˈeksərsaɪz	exercise
ɪmˈplaɪ	imply
spaɪt	spite
mɝːdʒ	merge
pəˈsɪs.tənt	persistent
kaʊnt	count
dɪˈsaɪ.pl̩	disciple
rɪˈvəʊlt	revolt
kənˈfɜːm	confirm
ˈsuːtkeɪs	suitcase
ʌpˈhəʊld	uphold
ʃɜːt	shirt
pɪl	pill
mɑːrʃ	marsh
slʌm	slum
nɑːb	knob
pɪəs	pierce
ɪmˈpʌl.sɪv	impulsive
ˈedʒukeɪt	educate
ˈtjuː.lɪp	tulip
ɪnˈhɑːns	enhance
ˈled.ən	leaden
ˈlʌs.tər	lustre
rektɪfɪˈkeɪʃn	rectification
friː	free
ʌnˈpleznt	unpleasant
ˈtʃaɪl.dɪʃ	childish
kəmˈpæt.ri.ət	compatriot
dʒeɪl	jail
ʃəʊn	shown
ˈtrædʒ.ɪk	tragic
ˈtɑː.lə.reɪt	tolerate
ɪˈvɒlv	evolve
ˈdɑː.lɪŋ	darling
suːˈpriːm	supreme
hɔːd	hoard
ˈev.ri.deɪ	everyday
ˈkɒn.ʃəns	conscience
dɪp	dip
ˌɪn.spɪˈreɪ.ʃən	inspiration
ˈredʒɪstər	register
ˈkæʒ.ju.əl.ti	casualty
ˈhɑːn.t̬ɪd	haunted
ˈsel.ər.i	celery
ʃɪt	shit
ˈɡæl.əp	gallop
ˈɒbviəsli	obviously
kənˈvenʃn	convention
ɡeɪz	gaze
bɪˈfɔː(r)	before
kənˈfɔːm	conform
ˈdeə.ri	dairy
ˌɒfˈʃɔːr	offshore
trɪk	trick
bəʊt	boat
feɪθ	faith
ˈaɪən	iron
lɑːrdʒ	large
def	deaf
bɪˈtreɪ	betray
ˈpəʊ.stɪdʒ	postage
bluː	blue
ˈnɑː.vɪs	novice
broʊˈʃʊr	brochure
mʊər	moor
ˈbɪtə(r)	bitter
ˈlaɪ.tɪŋ	lighting
mɔːrn	mourn
ˈʌn.də.wɜːld	underworld
ˈnesəsərəli	necessarily
fəʊm	foam
ˈskʌlp.tʃər	sculpture
ˈmæn.ʃən	mansion
ˈskæn.ti	scanty
rɪˈduːs	reduce
ˈmɔː.ɡɪdʒ	mortgage
ˌmær.ɪˈneɪd	marinade
ˈkɒn.fɪ.skeɪt	confiscate
dɪˈskrɪp.tɪv	descriptive
flæp	flap
ˌʌnˈfer	unfair
əˈkɔːdɪŋ	according
kəmˈbʌs.tɪ.bl̩	combustible
ɡʌʃ	gush
ˈæb.ə.twɑːr	abattoir,abattoir
kiːp	keep
ˈstɔːr.ɪdʒ	storage
dʌz	does
strəʊl	stroll
kreɪt	crate
ɪɡˈzæm	exam
kɒf	cough
ɪnˈdjuːs	induce
klʌtʃ	clutch
dɪˈlɪʃ.əs	delicious
bɪˈhɑːf	behalf
ˌəʊ.vəˈdʌn	overdone
ræŋk	rank
ænˌtɪs.ɪˈpeɪ.ʃən	anticipation
ˈfaɪə.bɔːl	fireball
ˈsekənd	second
ˈpʌn.dʒənt	pungent
struː	strew
ˌsaɪ.kiˈæt.rɪk	psychiatric
ˈdjʊərɪŋ	during
ˈskuː.tər	scooter
ˈdʒæɡ.ɪd	jagged
ˈdɒktə(r)	doctor
ɪnˈfekʃn	infection
ˈevɪdəns	evidence
ˌθɜːˈtiːn	thirteen
stɪf	stiff
ˌdiː.haɪˈdreɪ.tɪd	dehydrated
ˈlændskeɪp	landscape
juːˈtɪl.ɪ.ti	utility
ˌpɒsəˈbɪləti	possibility
ˈskaɪˌskreɪ.pər	skyscraper
ˈsɪə.rəm	serum
ɝːn	urn
ˈkʌp.keɪk	cupcake
ˈæk.siːz	axis
ˈfɪk.ʃən	fiction
ˈset.l̩.mənt	settlement
ˈmaɪnə(r)	minor
ˈkɑːliːɡ	colleague
ˈen.vi	envy
dɪˈsembər	December
ɪnˈsen.sɪ.bl̩	insensible
moʊ	mow
bɑːks	box
ˈspɪn.ɪtʃ	spinach
ˈlɪst.ləs	listless
ˈsʌl.fər	sulphur
ˈkʌləd	coloured
ˈlæp.tɒp	laptop
ɔːɡˈzɪl.i.ər.i	auxiliary
kənˈsʌl.tɪŋ	consulting
dɑːrt	dart
ˈloʊkl	local
ɡoʊld	gold
ˈkæmərə	camera
rɪtʃ	rich
ɪˈveɪ.ʒən	evasion
ˌʌn.dəˈreɪdʒ	underage
ˈrez.ə.luːt	resolute
ju	you
dʒuːn	June
dʒæm	jam
ˌbaɪ.əˈlɒdʒ.ɪ.kəl	biological
ˈɪn.ə.səns	innocence
ˈprəʊ.ɡræm.ɪŋ	programming
ˌɪn.sjʊˈleɪ.ʃən	insulation
plʌs	plus
pʌb	pub
ˈstænd.pɔɪnt	standpoint
ˈstɜː.di	sturdy
ˈdæʃ.bɔːd	dashboard
ˈbɒtəm	bottom
ˈkraɪsɪs	crisis
dəˈrekt	direct
skæm	scam
breɪs	brace
ˈpɪm.pl̩	pimple
klɒk	clock
sprɪŋ	spring
skɑːrf	scarf
əbˈstrʌkt	obstruct
ˈmɪnɪstri	ministry
ˈlevl	level
ˈluː.sən	loosen
ˈsæb.ə.tɑːʒ	sabotage
ədˈven.tʃər.əs	adventurous
əˈweə.nəs	awareness
ˈænt.lər	antler
ˈtreɪnɪŋ	training
suː	sue
ˈwaɪə(r)	wire
ˈkɒmədi	comedy
dɪˈtɜːmɪn	determine
ˈstɪki	sticky
ˈhɑːt.eɪk	heartache
fʌŋk	funk
reɪz	raise
fel	fell
ˈkɑːntest	contest
ˈfiːtʃər	feature
səˈvaɪ.vəl	survival
ˈtjuː.tər	tutor
ˈspelɪŋ	spelling
ˈdʒʌŋk.ʃən	junction,junction
vest	vest
ˈklɒzɪt	closet
leɪm	lame
əˈskjuː	askew
ˈfɪks.tʃər	fixture
ˈrek.tɪ.faɪ	rectify
ˈstreɪndʒər	stranger
ˈwɔːr.lɑːk	warlock
əˈstɒn.ɪ.ʃɪŋ	astonishing
meɪm	maim
ˈsɒl.jʊ.bl̩	soluble
iːv	eve
ˌɑːrtɪˈfɪʃl	artificial
ˈrɑː.bɚ	robber
sɚˈpæs	surpass
snaʊt	snout
ˌmɪsˈfɔː.tʃuːn	misfortune
ˈɑːrmi	army
ˈbʊf.eɪ	buffet
ˈstɪŋ.ki	stinky
ɪˈneɪn	inane
buːm	boom
ˈhəʊp.ləs	hopeless
ˌkælkjuˈleɪʃn	calculation
ˈpɑː.tɪ.kl̩	particle
smʌɡ	smug
ˈneɪbəhʊd	neighbourhood
ˈkæs.ər.əʊl	casserole
liːɡ	league
ˈlæs.ɪ.tjuːd	lassitude
ˌɪnˈbɔːn	inborn
ˌæs.əˈteɪn	ascertain
ˈɑː.ɡɒn	argon
ˈɪndeks	index
ænˈtɪp.ə.θi	antipathy
flɔː	flaw
əˈpreʃ.ən	oppression
ˈnɒk.ʃəs	noxious
ɪkˈspiː.di.ənt	expedient
ˈtwɪŋ.kl̩	twinkle
ˈeə.luːm	heirloom
ˈdɒŋ.ki	donkey
ˈhæp.i.nəs	happiness
ˈstreɪndʒli	strangely
brɪsk	brisk
wɒls	waltz
ˈprɪk.l̩.i	prickly
ˈpaʊər	power
ˈɡærɑːʒ	garage
ˈfʊt.ɪdʒ	footage
ˈper.əl	peril
ˈtaɪəd	tired
ˈæm.bʊʃ	ambush
ˈnɒv.ɪs	novice
ˈnaɪt.fɔːl	nightfall
ˈjuːnɪvɜːrs	universe
ˈkɒmən	common
ˈləʊ.ər	lower
əˈwɔːd	award
ˈkræk.ɪŋ	cracking
ˈræm.bl̩	ramble
ɪˈmens.li	immensely
ˈwɪmɪn	women
ˈevriθɪŋ	everything
ˈfɔː.tʃən.ət	fortunate
fɔːlt	fault
ˈɜːrli	early
ˈθɜːti	thirty
kriːk	creek
stʌd	stud
ˌkɒntrɪˈbjuːʃn	contribution
əˈbrʌpt	abrupt
ˈpəʊ.tənt	potent
ɔːl	all
ɡrɪn	grin
θʌmp	thump
ˈʌl.trə.saʊnd	ultrasound
ˈpɜːsənəli	personally
biːn	bean,been
pəˈsɒn.ɪ.faɪ	personify
tʃæt	chat
ˈfɪzɪkl	physical
ɝːl	earl
ˈkæp.tɪv	captive
pəˈsep.ʃən	perception
ˈrɪvə(r)	river
ˈsʌmbədi	somebody
ɪnˈvɒlvmənt	involvement
ˈaʊtlaɪn	outline
ˈrest.ləs	restless
rɔːr	roar
ˈped.ə.stəl	pedestal
ˈfɑːðər	father
bloʊk	bloke
ˈpær.ə.ti	parity
ˈnɑːlɪdʒ	knowledge
ˈɪŋɡlənd	England
ˈwiːl.tʃeər	wheelchair
ˈrez.ɪ.dəns	residence
suːˈpɜːb	superb
ˈnes.l̩	nestle
ˈdezərt	desert
əbˈzɜːrv	observe
ˈprɪznər	prisoner
koʊm	comb
skwɒt	squat
ˈlʌʃ.əs	luscious
ˌaʊtˈnʌm.bər	outnumber
pɜːdʒ	purge
ənˈles	unless
ˈfrendli	friendly
ˈwenzdeɪ	Wednesday
əˈfensɪv	offensive
kəʊm	comb
ˈɡræntʃaɪld	grandchild
ˈhɑː.lɚ	holler
əˈɡenst	against
prɒsˈper.ɪ.ti	prosperity,prosperity
kəmˈpleɪn	complain
skiː	ski
fɜːr	fur
ˈdraɪ.ər	dryer
ˌpær.əˈnɔɪ.ə	paranoia
ˈfɔːr.ɑːrm	forearm
ˈlæmp.pəʊst	lamppost
mʌd	mud
ˈkɒnfɪdənt	confident
ˈhɔːrər	horror
ˈes.əns	essence
ˈdaɪ.nə.sɔːr	dinosaur
ˈsɪn.ɪ.stər	sinister
ˈɑːf.tə.θɔːt	afterthought
ˈstrɑːˌber.i	strawberry
əˈsɜː.tɪv	assertive
ˈpraɪ.vət.li	privately
ˈmer.i.mənt	merriment
rɪˈpiːt	repeat
skɒtʃ	scotch
kəʊk	coke
əˈsɪstəns	assistance
ɪˈməʊ.baɪl	immobile
ɪnˈflɪkt	inflict
ˈpɑː.lɪ.ɡræf	polygraph
ˈɑːtɪkl	article
ˈraʊnd.ə.baʊt	roundabout
swɔːn	sworn
ˈhʌn.tər	hunter
ˈmæn.ju.əl	manual
bet	bet
ɪnˈʃʊə(r)	insure,ensure
soʊk	soak
ˈvɜː.tjuː	virtue
ˌlaɪ.əˈbɪl.ɪ.ti	liability
ɪnˈkeɪ.pə.bl̩	incapable
bɪˈsiːtʃ	beseech
dɪˈvɝːdʒ	diverge
hɪs	hiss
ɪnˈkaʊntə(r)	encounter
ˈlɪtrətʃər	literature
ʌpˈdeɪt	update
spɝːm	sperm
ˈkʌstəm	custom
ˈbɑːr.bɚ	barber
məˈnɒp.əl.i	monopoly
ˈsɪt.ju.eɪ.tɪd	situated
ˈkɑːləm	column
rɪˈspekt.fəl.i	respectfully
əˈraʊz	arouse
əˈplɔːz	applause
blɪs	bliss
sɔːft	soft
bend	bend
ˈdræɡ.ən	dragon
ˈθʌn.dər	thunder
ˈep.ɪk	epic
smaɪl	smile
dɑːt	dot,dart
ˈsteə.wel	stairwell
ˈswɒləʊ	swallow
ˈʃoʊldər	shoulder
ˈtendənsi	tendency
hɑːʃ	harsh
ˌriːˈsaɪ.kl̩	recycle
ˈhɔːn.tɪd	haunted
nuːˈmoʊ.njə	pneumonia
ˈhɒr.ɪ.bl̩	horrible
ˈɡlʌm.li	glum
ˈtɜː.mɪ.nəl	terminal
fəˈtiːɡ	fatigue
ˈmɑː.t̬oʊ	motto
kəˈlæm.ɪ.ti	calamity
flɪnt	flint
kəˈlæps	collapse
spɑːt	spot
ˈræb.ɪt	rabbit
əˈbɔːd	aboard
ˈtes.tə.mənt	testament
laɪm	lime
flaɪt	flight
ˈsliː.pi	sleepy
stɪr	steer
sɚˈvaɪ.vɚ	survivor
ˈfrɒs.ti	frosty
eɡ	egg
ˈhær.i	harry
fɔːˈmeɪ.ʃən	formation
ˈmes.ɪn.dʒər	messenger
ˈkrɑː.sɪŋ	crossing
ˈtʃɪl.i	chilly
ˈfɔː.məʊst	foremost
ɪnˈdʒɔɪmənt	enjoyment
sʌtʃ	such
tɝːf	turf
ˈfɪə.ləs	fearless
prɪˈdɪk.ʃən	prediction
ˈniːd.fəl	needful
vɒlˈkeɪ.nəʊ	volcano
ˈdaɪ.nə.maɪt	dynamite
ˈflʌf.i	fluffy
ˈpʊlˌəʊ.vər	pullover
ˈbɪt.ə.nəs	bitterness
ˈðeəfɔː(r)	therefore
ɜːrn	earn
ˈrəʊ.mæns	romance
ˌdʒen.əˈrɒs.ɪ.ti	generosity
ˌɪm.ɪˈɡreɪ.ʃən	immigration
ˈlæn.tən	lantern
bɪˈɡɪn	begin
kriːp	creep
əˈdɔːr	adore
ˈvet.ər.ən	veteran
ˈkɒp.ər	copper
bɒks	box
ˈtuːzdeɪ	Tuesday
ʃrɪŋk	shrink
tʃɑːrm	charm
ˈenvələʊp	envelope
ʌnˈbeə.rə.bl̩	unbearable
ˈsɝːfɪŋ	surfing
skrɪpt	script
spekˈtæk.jʊ.lər	spectacular
nəˌɡəʊ.ʃiˈeɪ.ʃən	negotiation
ˈdʒɪɡ.sɔː	jigsaw
tʃɔːk	chalk
ɡest	guest
səˈspen.ʃən	suspension
ˈen.i.pleɪs	anyplace
klɑː	claw
ˌmɪsˈjuːz	misuse
ɪtʃ	itch
bɪˈlɔːŋ	belong
əˈbɒr.əns	abhorrence
rɪˈstɔː(r)	restore
kiːn	keen
ˈbaɪsɪkl	bicycle
əˈkɜːr	occur
ˈɪmpækt	impact
ˈmæd.nəs	madness
mɑːʃ	marsh
ˈbær.ɪ.keɪd	barricade
ɪɡˈnəʊ.bl̩	ignoble
lɒt	lot
ˈkɑːr.t̬ən	carton
strɑː	straw
lɪnt	lint
prəˈfeʃ.ən.əl.i	professionally
ʌnˈkɒnʃəs	unconscious
ˈnəʊweə(r)	nowhere
ˈklɪəli	clearly
ˈkʌlər	colour
rɪns	rinse
ˈkɒm.pɪ.təns	competence
ˈbiː.fi	beefy
ˈfaɪnl	final
ɪˈneɪbl	enable
ˈkɒnsət	concert
ˌʌn.əˈkʌs.təmd	unaccustomed
ˈdaʊnwəd	downward
ˈʃrɪv.əl	shrivel
ˈpæŋ.kri.əs	pancreas
pleɪs	place,plaice
ˈaɪˌwɪt.nəs	eyewitness
ˈkæf.iːn	caffeine
kəˌmiː.diˈen	comedian
ˈplæs.tɚ	plaster
ˈtʌm.i	tummy
ɪkˈskleɪm	exclaim
ˈtɪm.bər	timber
sɜːf	surf
ˈɔːθər	author
ɪnˈvɪz.ɪ.bl̩	invisible
ded	dead
ˈkliː.nɪŋ	cleaning
ˈɑːrɡjuː	argue
riˈækt	react
ˈtʃɑː.pɚ	chopper
ɡraɪnd	grind
els	else
ˈrʌk.sæk	rucksack
wɪnd	wind
ˈhɜː.bəl	herbal
ˈmætər	matter
ˈfoʊtoʊ	photo
ˈnaɪt.meər	nightmare
ˈkreɪ.tər	crater
ˈeɪl.mənt	ailment
ˈdev.əl	devil
ˈbækwədz	backwards
ˈkwaɪət.li	quietly
kənˌsɪl.iˈeɪ.ʃən	conciliate
ˈbɑː.skɪt	basket
jel	yell
ˈɔːrɪdʒɪn	origin
kleft	cleft
ˈɑːpəreɪt	operate
ˈməʊ.tə.weɪ	motorway
ˈmæs.ɑːʒ	massage
ˈkɑː.pɚ	copper
ˈɒdli	oddly
ɪnˈtriːɡ	intrigue
bliːtʃ	bleach
ˌsuː.pə.rɪnˈtend	superintend
ðeɪ	they
ðʌs	thus
əˈdʒɔɪn	adjoin
dɪˈlaɪt.fəl	delightful
brɪk	brick
ˈɜːrdʒənt	urgent
bɪˈzɑːr	bizarre
kjuː	queue,cue
ləˈbɒrətri	laboratory
bæd	bad
dæd	dad
ˈkærəktə(r)	character
ˈsɒr.əʊ	sorrow
teɪm	tame
miː	me
hiːt	heat
ˈɒfn	often
fleʃ	flesh
ʌnˈdaʊtɪdli	undoubtedly
ˈkɒn.dɒm	condom
ˈkʌbəd	cupboard
bɪə(r)	beer
rɪˈviː.lɪŋ	revealing
ɪˈstreɪndʒ	estrange
kəˈlæb.ə.reɪt	collaborate
ˌɪn.dɪˈstɪŋkt	indistinct
ɪˈnɪʃəli	initially
ˈveɪ.pər	vapour
bɝːtʃ	birch
klɑːsp	clasp
ˈkɑːŋ.kɔːrd	concord
əˈkæd.ə.mi	academy
paɪk	pike
ˈkəʊ.hɔːt	cohort
dɑːns	dance
ɪˈrekt	erect
hɜːl	hurl
ˌep.ɪˈdem.ɪk	epidemic
ˈfrɔː.djʊ.lənt	fraudulent
ˈsentər	centre
ˈlɑː.bi	lobby
səˈpɔː.tɪv	supportive
doʊ	dough
ˈaɪ.læʃ	eyelash
ˈreɪŋ.kəʊt	raincoat
ˈkɑːm.ræd	comrade
həv	have
ˌrek.ə.menˈdeɪ.ʃən	recommendation
ˌdep.əˈzɪʃ.ən	deposition
dɪˈvɝː.sə.t̬i	diversity
trænzˈɡres	transgress
sluːs	sluice
ˌæb.səˈluː.ʃən	absolution
prəˈfeɪn	profane
ˈmɒn.stər	monster
kliːn	clean
dɜːt	dirt
fəˈtɑːɡrəfər	photographer
dəˈmestɪk	domestic
ˈfraɪtn	frighten
traʊt	trout
æbˈdʌk.ʃən	abduction
bi	be
ˈmʌs.əl	mussel
əˈpruːv	approve
ɪˈdʒekt	eject
stɪtʃ	stitch
ˈɒŋˌɡəʊ.ɪŋ	ongoing
ˈkɔːr.əs	chorus
faʊnˈdeɪʃn	foundation
ˈpleʒə(r)	pleasure
ˈpɒp.kɔːn	popcorn
ˈkɜːtn	curtain
poʊz	pose
ˈbeɪ.ə.nət	bayonet
du	do
ˈbækwərdz	backwards
ˌʌn.əˈtræk.tɪv	unattractive
ˈmʌʃ.i	mushy
ɡlʌm	glum
ɪˈliːɡl	illegal
sləʊ	slow
ˈstʌb.ən	stubborn
ˈswɪmɪŋ	swimming
ˌrezəˈveɪʃn	reservation
bɒs	boss
dɪˈsiːt	deceit
səʊk	soak
əˈpiːs	apiece
ˈskɪn.i	skinny
ˈkælkjuleɪt	calculate
tɔːrtʃ	torch
ˈbɑːk.sɚ	boxer
pɔː	paw
ˌɪn.tjuːˈɪʃ.ən	intuition
ˈiː.tə.bl̩	eatable
rɪˈkwest	request
ˈdet.rɪ.mənt	detriment
fesˈtɪv.ɪ.ti	festivity
pɒsˈter.ə.ti	posterity
ˌæd.əpˈteɪ.ʃən	adaptation
ˈtrɪɡ.ər	trigger
ˈiːmeɪl	email
weɪk	wake
ˈpiːsfl	peaceful
ˈvɔɪ.ɪdʒ	voyage
dɪˈtek.tər	detector
kənˈstrʌk.tɪv	constructive
ˈfɔːrwərd	forward
əˈdɔː.rə.bl̩	adorable
ˈfeɪ.təl	fatal
krʌst	crust
ʌnˈwɒn.tɪd	unwanted
prəˈfes	profess
spəʊk	spoke
tʃɪp	chip
krɑːl	crawl
ˈdiː.kɔɪ	decoy
jɜːn	yearn
stɑːrt	start
sɔːŋ	song
meɪd	made,maid
spɒt	spot
ˈsæn.wɪdʒ	sandwich
ˈpeni	penny
keɪdʒ	cage
dʒɔɪn	join
ˈdrɑː.pɚ	dropper
ˈdʒen.ə.reɪ.tər	generator
əˈtɜːni	attorney
ˈsem.iˌkoʊ.lən	semicolon
ˌəʊ.vəˈlʊk	overlook
ˈdjuː.əl	dual
ˈbenɪfɪt	benefit
dəʊl	dole
ˈpɪn.prɪk	pinprick
ˈʃɔːtli	shortly
ˈʃɪp.ɪŋ	shipping
ˈwɪnd.skriːn	windscreen
ˈlʌv.ɪŋ	loving
meɪn	main,mane
ˈliː.ʒɚ	leisure
ˈwɑː.kɚ	walker
əˈreɪndʒ	arrange
tʃɪn	chin
ˈren.ə.veɪt	renovate
ɪˈkweɪ.tər	equator
stoʊn	stone
lent	lent
ˈvɒl.ə.taɪl	volatile
ˈkaʊ.ɚ	cower
klɑːd	clod
ˌpes.ɪˈmɪs.tɪk	pessimistic
ˈpædʒ.ənt	pageant
ˈzɪl.jən	zillion
dɪˈfaɪn	define
ɪnˈdɪf.ər.əns	indifference
rɪˈseʃ.ən	recession
ˈrʌf.i.ən	ruffian
ədˈmaɪər	admire
strɪkt	strict
ˈælfəbet	alphabet
ˈwɪɡ.l̩	wiggle
ˈlæv.ɪn.dər	lavender
məʊst	most
sɒb	sob
lɪm	limb
əˌpriː.ʃiˈeɪ.ʃən	appreciation
rɪˈtriːv	retrieve
ɡet	get
ədˈvɑːns	advance
ˌsɪv.əl.aɪˈzeɪ.ʃən	civilization
əˈtaɪər	attire
lɔːs	loss
θɜːd	third
kəˈləʊ.ni.ə.lɪ.zəm	colonialism
ˈdɒl.i	dolly
ˌpɜː.sɪˈvɪər	persevere
lɒŋ	long
təˈɡeðər	together
ˈruːɪn	ruin
ˈɡɒd.fə.seɪ.kən	godforsaken
nəʊ	no,know
ˈnuː.dl̩	noodle
hɪˈstɪə.ri.ə	hysteria
ˈfʊli	fully
ɪt	It
ˌsevnˈtiːn	seventeen
pɜː	purr
wɑːz	was
ɡlɑːns	glance
ˌvɪz.ɪˈbɪl.ɪ.ti	visibility
swɪs	Swiss
ˈdræs.tɪk	drastic
skɪld	skilled
ɔː(r)	or
ˈmɜːdə(r)	murder
dɪˈzaɪn	design
ɪnˈstɔːl	install
əˈbɒl.ɪʃ	abolish
stɔːrk	stork
faɪt	fight
ˌoʊvərˈɔːl	overall
ˈæktɪv	active
ˈsleɪ.vər.i	slavery
trænsˈleɪʃn	translation
trʌmp	trump
ˈtɪpɪkl	typical
pəˈfɔːm	perform
ˈfrəʊzn	frozen
əbˈnɒk.ʃəs	obnoxious
ˈɡʌt̬.ɚ	gutter
ˈsaɪəns	science
ˌriːˈjuː.ni.ən	reunion
daɪv	dive
rɪst	wrist
θʌm	thumb
lɒdʒ	lodge
ɪˈrəʊ.ʒən	erosion
kɜːv	curve
ˈkɒliːɡ	colleague
ɡɔːrdʒ	gorge
siːd	seed,cede
ˌɪn.dɪˈspen.sə.bl̩	indispensable
ˈtʃɑːn.si	chancy
ˈpæləs	palace
tens	tense
flɪp	flip
ˈdʒuːəlri	jewellery
ˈslɑː.pi	sloppy
ˈkærət	carrot
məˈʃiːn	machine
keɪv	cave
rɪˈkwaɪəmənt	requirement
ʃrɪl	shrill
ˈfriː.lɑːns	freelance
rɪˈpəʊz	repose
siːm	seem,seam
dɪˈsɔː.dər	disorder
dɪˈpɑːrtʃər	departure
niːd	need,knead
ˈdespərət	desperate
əʊθ	oath
ˈɔːr.dɚ.li	orderly
maɪˈself	myself
ˌʌn.dəˈteɪk	undertake
ˈsmaɪ.lɪŋ	smiling
ˈdentɪst	dentist
dɪˈvɪn.ɪ.ti	divinity
rɪsk	risk
əbˈdʒek.ʃən	objection
ˌlɑːn.ʒəˈreɪ	lingerie
ˈkɔːr.dʒəl	cordial
ˈweðə(r)	whether,weather
ˈkɒŋ.kɔːd	concord
flɑːs	floss
ˌfɜːstˈhænd	firsthand
ˈræʃ.ən.əl.i	rationally
ˈpʌp.i	puppy
ˈhʌb.i	hubby
ˈnɜː.tʃər	nurture
ˈrel.ɪʃ	relish
krʌntʃ	crunch
ɡæs	gas
ˈwɔːrnɪŋ	warning
ˈɡrəʊ.ɪŋ	growing
bʌɡ	bug
ˈpɒləsi	policy
ˌɑːn.trə.prəˈnɝː	entrepreneur
ˌʌndərˈstænd	understand
əˌsoʊʃiˈeɪʃn	association
trænzˈmɪʃ.ən	transmission
ˈkɑːnsəʊl	console
rɪˈvaɪv	revive
ˈlɒr.əl	laurel
went	went
ˈɡrændɔːtər	granddaughter
biːk	beak
ˌɪn.kərˈekt	incorrect
ˈhiːd.ləs	heedless
koʊld	cold
streɪn	strain
dɪˈtek.tɪv	detective
ˈsəʊ.bər	sober
vɝːb	verb
ˈbæŋ.krʌpt	bankrupt
ˌkɒm.prɪˈhen.ʃən	comprehension
træm	tram
ˈevə(r)	ever
dɪˈfjuːz	diffuse
ˌəʊ.vəˈraɪd	override
bel	bell
tuːθ	tooth
ˈhaɪr.ɪŋ	hiring
fliːt	fleet
ˈpær.ə.ʃuːt	parachute
ˈbɪzi	busy
blæŋk	blank
ʃiːld	shield
bɪˈkʌm	become
ˈsmel.i	smelly
ˈfeɪ.ʃəl	facial
ˈel.ɪ.dʒə.bl̩	eligible
ˈkwes.tʃə.nɪŋ	questioning
ˈsɪvl	civil
flɑː	flaw
ˈnʌt.ʃel	nutshell
ˈreɪ.di.əns	radiance
ˈpriː.vjuː	preview
əˈkeɪʒn	occasion
ˈsʌb.ɜːb	suburb
ɡrɪd	grid
ˈtrævl	travel
jɑːt	yacht
ɪmˈbærəs	embarrass
məʊld	mould
tiːm	team,teem
tuːn	tune
lɪk	lick
trænˈzɪʃ.ən	transition
ˈlæt̬.ɪ.tuːd	latitude
ˈɑː.pɚ.ə.t̬ɪv	operative
ɪnˈsen.tɪv	incentive
ˈwɪndoʊ	window
ˌæksɪˈdentl	accidental
ˈlɒkʌp	lockup
tʌɡ	tug
ˈtriː.zən	treason
ˈbʌn.i	bunny
ˈreɪlroʊd	railroad
dʒɪŋks	jinx
ˈiːvz.drɒp	eavesdrop
ˈʌp.saɪd	upside
ˈpiː.ən.ɪst	pianist
ˈmɑː.kɪŋ	mocking
ˈfɑː.ɡi	foggy
tʃæns	chance
əˈnɒn.ɪ.məs	anonymous
hɒsˈpɪt.ə.bl̩	hospitable
ˈek.wɪ.ti	equity
dɔːn	dawn
ɪˈfektɪv	effective
ˈʃɔːr.t̬ɪdʒ	shortage
ˈdel.ɪ.ɡət	delegate
ˈwɜːl.puːl	whirlpool
ˌɡærənˈtiː	guarantee
ɪnˈdʌl.dʒəns	indulgence
ˌɪn.fluˈen.zə	influenza
bɔːk	balk
ˈpriːviəs	previous
pərˈsweɪd	persuade
ˈbætʃ.əl.ər	bachelor
ˈpʌp.ɪt	puppet
ˈsɑː.kæz.əm	sarcasm
ˈkrɪp.tɪk	cryptic
ˈmɪnɪstər	minister
ˌdɪs.kənˈtent	discontent
vɪnˈdɪk.tɪv	vindictive
ˈmɪnɪt	minute
ˈnɑːvl	novel
loʊf	loaf
ˈredʒɪstə(r)	register
ˈbætri	battery
ˈlʌntʃ.taɪm	lunchtime
ɪkˈsplɔːr	explore
ˌdʒen.ə r.əl.aɪˈzeɪ.ʃən	generalization
weɪl	whale,wail
